"name","Store Number","latitude","longitude","url","sales_52w_py","CV ENERGY BOOST Sales","CV EXOTIC INDULGENCE Sales","CV ACAI ENERGIZE PWR Sales","CV PASSION BLISS Sales","CV FIT & WELLNESS Sales","CV CHIA SUPREMACY Sales","street_address","city","state","zip_code","country","phone_number_1","poblacion (10km)","digital_audience_facebook","digital_audience_instagram","digital_audience_twitter","digital_audience_linkedin","reviews","positive","negative","total_sales","campoverde_sales","digital_audience","Str #","sales_52w","var","sales_mix","velocity_ty_cv","velocity_ly","velocity_var","Qty TY","Qty LY","VAR","segment","sales_tier","",""
"Mays Landing Supercenter","1560","39.4521464","-74.6533334","https://www.walmart.com/store/2108/mays-landing-nj/details","10676.84","8","0","136","92","144","143","4620 Black Horse Pike","Mays Landing","NJ","8330","US","609-625-8200","78396","30104","20069","18031","21951","111","106","5","11303930","42470219","51405","2108","10,112.23","-5.29%","","205.32","194.47","5.58%","911","964","-5.50%","","Diamond","",""
"Lockport Supercenter","1561","43.147314","-78.694226","https://www.walmart.com/store/2107/lockport-ny/details","4205.2","0","0","1","8","10","9","5735 South Transit Road","Lockport","NY","14094","US","716-438-2404","57591","22115","14743","13246","16125","830","586","244","26387697","21539638","85743","2107","3,455.13","-17.84%","","80.87","66.44","21.71%","312","391","-20.20%","","Emerald","",""
"Birmingham Supercenter","1562","33.421996","-86.67595","https://www.walmart.com/store/2111/birmingham-al/details","5874.72","","","","","","","5335 Highway 280","Birmingham","AL","35242","US","205-980-5156","63995","24574","16383","14719","17919","635","167","468","18444550","1036244","130991","2111","3,852.76","-34.42%","","112.98","74.09","52.48%","347","528","-34.28%","","Diamond","",""
"Scottsdale Supercenter","1563","33.507771","-111.889315","https://www.walmart.com/store/2112/scottsdale-az/details","4131.56","12","0","166","87","152","132","4915 N Pima Rd","Scottsdale","AZ","85251","US","480-941-0333","50775","19498","12998","11678","14217","133","116","17","38241161","7431411","199588","2112","4,725.94","14.39%","","79.45","90.88","-12.58%","428","376","13.83%","","Emerald","",""
"Phoenix Supercenter","1564","33.521957","-112.092708","https://www.walmart.com/store/2113/phoenix-az/details","5778.96","0","0","16","26","9","0","1607 W Bethany Home Rd","Phoenix","AZ","85015","US","602-246-1700","108863","41803","27869","25038","30482","323","245","78","43017884","17447095","125593","2113","5,462.50","-5.48%","","111.13","105.05","5.79%","494","522","-5.36%","","Diamond","",""
"Chipley Supercenter","1565","30.752617","-85.54706","https://www.walmart.com/store/2114/chipley-fl/details","17.28","0","0","208","197","201","197","1621 Main St","Chipley","FL","32428","US","850-638-2243","70292","26992","17995","16167","19682","362","271","91","47672929","33665701","90126","2114","0","-100.00%","","0","0","0.00%","0","6","-100.00%","","Amethyst","",""
"Queensbury Supercenter","1566","43.334668","-73.681457","https://www.walmart.com/store/2116/queensbury-ny/details","5150.52","0","0","0","0","0","0","891 Route #9","Queensbury","NY","12804","US","518-793-0309","57452","22062","14708","13214","16087","644","447","197","19988075","44383823","145497","2116","2,567.87","-50.14%","","99.05","49.33","100.00%","233","550","-57.64%","","Emerald","",""
"Milpitas Supercenter","1567","37.431416","-121.921182","https://www.walmart.com/store/2119/milpitas-ca/details","5253.98","0","0","82","139","184","106","301 Ranch Dr","Milpitas","CA","95035","US","408-934-0304","89967","34547","23032","20692","25191","879","196","683","26843780","23234213","84619","2119","5,108.86","-2.76%","","101.04","98.25","2.84%","437","427","2.34%","","Emerald","",""
"Los Banos Supercenter","1568","37.05397","-120.878932","https://www.walmart.com/store/2117/los-banos-ca/details","3030.62","0","10","67","51","60","0","1575 West Pacheco Blvd","Los Banos","CA","93635","US","209-826-9655","141972","54517","36345","32654","39752","844","546","298","45485454","19886199","157820","2117","4,906.08","61.88%","","58.28","94.35","-38.23%","426","271","57.20%","","Topaz","",""
"Norwich Supercenter","1569","42.496892","-75.526931","https://www.walmart.com/store/2120/norwich-ny/details","2415.24","0","0","0","20","0","0","5396 State Highway 12","Norwich","NY","13815","US","607-334-5553","103636","39796","26531","23836","29018","599","171","428","17330067","37522309","144940","2120","1,837.55","-23.92%","","46.45","35.34","31.44%","166","222","-25.23%","","Topaz","",""
"Beavercreek Supercenter","1570","39.772625","-84.055165","https://www.walmart.com/store/2124/beavercreek-oh/details","365.22","","","","","","","3360 Pentagon Blvd","Beavercreek","OH","45431","US","937-426-8227","143173","54978","36652","32930","40088","998","158","840","41382513","15908036","84501","2124","456.04","24.87%","","7.02","8.77","-19.91%","41","33","24.24%","","Amethyst","",""
"Avon Supercenter","1571","42.121102","-71.030085","https://www.walmart.com/store/2122/avon-ma/details","13859.58","0","2","35","0","98","31","30 Memorial Dr","Avon","MA","2322","US","508-427-9460","112612","43243","28829","25901","31531","558","206","352","7213310","7058296","142328","2122","11,391.02","-17.81%","","266.53","219.06","21.67%","1027","1269","-19.07%","","Diamond","",""
"Lakewood Supercenter","1572","39.742724","-105.079342","https://www.walmart.com/store/2125/lakewood-co/details","530.1","128","0","152","48","137","0","7455 W Colfax Ave","Lakewood","CO","80214","US","303-274-5211","73184","28103","18735","16832","20492","861","107","754","33667077","11145114","105676","2125","54.85","-89.65%","","10.19","1.05","100.00%","5","54","-90.74%","","Amethyst","",""
"Mililani Store","1573","21.450001","-158.00557","https://www.walmart.com/store/2126/mililani-hi/details","0","48","0","62","32","42","0","95-550 Lanikuhana Ave","Mililani","HI","96789","US","808-623-6744","94828","36414","24276","21810","26552","159","100","59","43903775","9584502","102799","2126","0","0.00%","","0","0","0.00%","0","0","0.00%","","Quartz","",""
"Halifax Supercenter","1574","41.99737","-70.846467","https://www.walmart.com/store/2128/halifax-ma/details","3745.74","1","0","157","92","111","156","295 Plymouth St","Halifax","MA","2338","US","781-294-9339","133746","51358","34239","30762","37449","374","347","27","27374331","41949452","190449","2128","3,111.64","-16.93%","","72.03","59.84","20.38%","281","345","-18.55%","","Emerald","",""
"Clearfield Supercenter","1575","41.0320768","-78.4008523","https://www.walmart.com/store/2129/clearfield-pa/details","2094.32","0","0","106","42","102","66","100 Supercenter Dr","Clearfield","PA","16830","US","814-765-8089","87506","33602","22402","20126","24502","993","682","311","41296610","33163213","172915","2129","1,735.40","-17.14%","","40.28","33.37","20.68%","157","190","-17.37%","","Topaz","",""
"Wausau Supercenter","1576","44.918411","-89.653651","https://www.walmart.com/store/2127/wausau-wi/details","2555.28","","","","","","","4300 Rib Mountain Dr","Wausau","WI","54401","US","715-359-2282","115009","44163","29442","26452","32203","307","134","173","32823146","25184498","58598","2127","1,693.23","-33.74%","","49.14","32.56","50.91%","153","234","-34.62%","","Topaz","",""
"Portsmouth Supercenter","1577","43.033961","-70.788886","https://www.walmart.com/store/2130/portsmouth-nh/details","2957.9","","","","","","","2460 Lafayette Rd","Portsmouth","NH","3801","US","603-433-6008","144945","55659","37106","33337","40585","663","162","501","37917827","2155558","179380","2130","1,476.04","-50.10%","","55.55","27.87","99.35%","143","277","-48.38%","","Topaz","",""
"Baton Rouge Supercenter","1578","30.37753","-91.06156","https://www.walmart.com/store/2132/baton-rouge-la/details","5956.67","81","6","101","92","154","12","10606 N Mall Dr","Baton Rouge","LA","70809","US","225-291-8104","63905","24540","16360","14698","17893","151","127","24","11071177","29678195","195782","2132","2,495.04","-58.11%","","114.55","47.98","100.00%","225","534","-57.87%","","Diamond","",""
"Austin Supercenter","1579","30.2322111","-97.8232981","https://www.walmart.com/store/2133/austin-tx/details","2515.98","25","0","57","39","38","0","5017 W Highway 290","Austin","TX","78735","US","512-892-6086","128057","49174","32783","29453","35856","350","278","72","17512462","19784165","186424","2133","2,004.38","-20.33%","","48.38","38.55","25.52%","181","231","-21.65%","","Topaz","",""
"Cobleskill Supercenter","1580","42.6823913","-74.4552524","https://www.walmart.com/store/2135/cobleskill-ny/details","3742.76","0","0","0","0","0","0","139 Merchant Pl","Cobleskill","NY","12043","US","518-234-1090","58577","22494","14996","13473","16402","813","357","456","25279819","19311955","199046","2135","3,148.41","-15.88%","","71.98","60.14","19.69%","288","344","-16.28%","","Emerald","",""
"Culpeper Supercenter","1581","38.480524","-77.973335","https://www.walmart.com/store/2136/culpeper-va/details","7296.86","","","","","","","801 James Madison Hwy","Culpeper","VA","22701","US","540-825-2723","119900","46042","30694","27577","33572","639","516","123","29749600","7491531","177572","2136","6,617.48","-9.31%","","140.32","127.26","10.27%","622","673","-7.58%","","Diamond","",""
"Charlotte Supercenter","1582","35.295375","-80.758266","https://www.walmart.com/store/2134/charlotte-nc/details","718.56","","","","","","","7735 N Tryon St","Charlotte","NC","28262","US","704-547-0525","102903","39515","26343","23668","28813","676","323","353","44751083","16903046","145972","2134","449.77","-37.41%","","13.82","8.65","59.76%","41","72","-43.06%","","Amethyst","",""
"Durham Supercenter","1583","35.9549","-78.9991","https://www.walmart.com/store/2137/durham-nc/details","0","0","0","80","43","74","68","5450 New Hope Commons Dr","Durham","NC","27707","US","919-489-4412","99114","38060","25373","22796","27752","238","159","79","34598687","43465111","50679","2137","120.67","100.00%","","0","2.32","-100.00%","11","0","100.00%","","Quartz","",""
"Salem Supercenter","1584","42.801879","-71.2385","https://www.walmart.com/store/2142/salem-nh/details","5029.7","18","4","97","142","208","128","326 N Broadway","Salem","NH","3079","US","603-894-5642","136902","52570","35047","31487","38333","357","185","172","25774283","44136126","141510","2142","5,435.86","8.08%","","95.98","104.54","-8.18%","491","466","5.36%","","Emerald","",""
"North Conway Supercenter","1585","44.016779","-71.106534","https://www.walmart.com/store/2140/north-conway-nh/details","4680.98","0","0","95","89","72","80","46 N South Rd","North Conway","NH","3860","US","603-356-0130","50383","19347","12898","11588","14107","864","654","210","26956866","32052787","91103","2140","2,204.12","-52.91%","","89.4","42.39","100.00%","199","427","-53.40%","","Emerald","",""
"Skowhegan Supercenter","1586","44.780385","-69.731022","https://www.walmart.com/store/2143/skowhegan-me/details","2197.5","122","15","196","172","241","20","60 Fairgrounds Mkt Pl","Skowhegan","ME","4976","US","207-474-2126","119073","45724","30483","27387","33340","257","187","70","8823128","6760995","197342","2143","2,067.05","-5.94%","","41.53","38.36","8.27%","192","204","-5.88%","","Topaz","",""
"Philadelphia Supercenter","1587","39.926499","-75.141376","https://www.walmart.com/store/2141/philadelphia-pa/details","15190","","","","","","","1675 S Christopher Columbus Blvd","Philadelphia","PA","19148","US","215-468-4220","107438","41256","27504","24711","30083","580","542","38","40868908","26530118","194974","2141","10,854.21","-28.54%","","292.12","208.73","39.95%","981","1412","-30.52%","","Diamond","",""
"Amsterdam Supercenter","1588","42.964506","-74.183699","https://www.walmart.com/store/2146/amsterdam-ny/details","3109.72","10","0","88","48","107","101","101 Sanford Farms Shopping Ctr","Amsterdam","NY","12010","US","518-843-6890","65045","24977","16652","14960","18213","984","861","123","30896827","2489957","133544","2146","2,777.27","-10.69%","","59.8","53.41","11.97%","250","284","-11.97%","","Topaz","",""
"Whitehall Supercenter","1589","40.645122","-75.487238","https://www.walmart.com/store/2145/whitehall-pa/details","13559.02","99","0","214","0","130","114","2601 Macarthur Rd Relocation","Whitehall","PA","18052","US","610-266-9645","105482","40505","27003","24261","29535","278","100","178","7316499","25312375","138176","2145","14,603.95","7.71%","","260.75","280.85","-7.16%","1319","1217","8.38%","","Diamond","",""
"Torrington Store","1590","41.8184691","-73.0780037","https://www.walmart.com/store/2144/torrington-ct/details","3040.39","207","144","305","189","215","271","970 Torringford St","Torrington","CT","6790","US","860-496-8653","94288","36207","24138","21686","26401","807","670","137","9516995","27765135","118933","2144","1,742.24","-42.70%","","58.47","33.5","74.51%","157","284","-44.72%","","Topaz","",""
"San Diego Store","1591","32.581551","-117.035491","https://www.walmart.com/store/2150/san-diego-ca/details","0","144","154","129","152","192","117","710 Dennery Road","San Diego","CA","92154","US","619-428-4000","75483","28985","19324","17361","21135","840","835","5","26669308","30985150","106948","2150","967.68","100.00%","","0","18.61","-100.00%","84","0","100.00%","","Quartz","",""
"Mount Vernon Supercenter","1592","40.40481","-82.441578","https://www.walmart.com/store/2149/mount-vernon-oh/details","249.82","","","","","","","1575 Coshocton Ave","Mount Vernon","OH","43050","US","740-392-3800","147640","56694","37796","33957","41339","168","110","58","39878891","26506692","101106","2149","376.4","50.67%","","4.8","7.24","-33.63%","34","23","47.83%","","Amethyst","",""
"Sunrise Supercenter","1593","26.1478499","-80.317897","https://www.walmart.com/store/2151/sunrise-fl/details","16408.4","","","","","","","12555 W Sunrise Blvd","Sunrise","FL","33323","US","954-845-0581","125521","48200","32133","28870","35146","940","416","524","3114461","9722167","136565","2151","12,501.54","-23.81%","","315.55","240.41","31.25%","1129","1480","-23.72%","","Diamond","",""
"Albany Supercenter","1594","42.694877","-73.847121","https://www.walmart.com/store/2152/albany-ny/details","5823.2","0","0","4","30","5","0","141 Washington Ave Extension","Albany","NY","12205","US","518-869-4694","137748","52895","35263","31682","38569","262","246","16","28601802","12733050","87429","2152","6,804.40","16.85%","","111.98","130.85","-14.42%","613","534","14.79%","","Diamond","",""
"Biddeford Supercenter","1595","43.4743792","-70.4995399","https://www.walmart.com/store/2153/biddeford-me/details","3305.98","0","2","11","28","6","0","50 Boulder Way","Biddeford","ME","4005","US","207-286-9551","134952","51822","34548","31039","37787","771","748","23","4290181","45825466","112283","2153","2,436.77","-26.29%","","63.58","46.86","35.67%","220","305","-27.87%","","Topaz","",""
"Duluth Supercenter","1596","33.970083","-84.150415","https://www.walmart.com/store/2154/duluth-ga/details","9225.32","0","0","0","0","0","0","2635 Pleasant Hill Rd","Duluth","GA","30096","US","770-418-0162","131275","50410","33606","30193","36757","227","188","39","41963201","21179753","111856","2154","9,782.98","6.04%","","177.41","188.13","-5.70%","884","832","6.25%","","Diamond","",""
